article_id,ticker,headline,summary,author,published_at,updated_at,source,url,content
5128882,GPRO,GoPro CEO On CNBC 'Have Done Better Job Leveraging Brand Than Competitors',,Benzinga,2015-01-07T22:20:04Z,2015-01-07T22:20:04Z,,https://www.benzinga.com/node/5128882,
5128900,GPRO,GoPro CEO: 'GoPro Is a Lifestyle Brand Which Allowed Us To Remain Ahead',,Benzinga,2015-01-07T22:21:53Z,2015-01-07T22:21:53Z,,https://www.benzinga.com/node/5128900,
5128923,GPRO,GoPro CEO 'We See A lot Of Growth Outside U.S.;Growth Overall Will Be Healthy In 2015',,Benzinga,2015-01-07T22:24:33Z,2015-01-07T22:24:33Z,,https://www.benzinga.com/node/5128923,
5128929,GPRO,GoPro CEO 'Drone Market Is Fabulous For GoPro; GoPro Now Being Used in Medical Industry',,Benzinga,2015-01-07T22:27:03Z,2015-01-07T22:27:03Z,,https://www.benzinga.com/node/5128929,
5128933,GPRO,GoPro CEO 'Everywhere We Have Placed GoPro Channel Has Been Successful',,Benzinga,2015-01-07T22:29:02Z,2015-01-07T22:29:02Z,,https://www.benzinga.com/node/5128933,
5125470,GT,Cramer Gives His Opinion On Goodyear Tire & Rubber Co And Glu Mobile Inc.,,Benzinga,2015-01-07T02:25:27Z,2015-01-07T02:25:27Z,,https://www.benzinga.com/node/5125470,
5126468,HALO,Halozyme Provides Agenda Highlights For Analyst And Investor Meeting,,Benzinga,2015-01-07T13:03:52Z,2015-01-07T13:03:52Z,,https://www.benzinga.com/node/5126468,
5126890,HCAC,"Hennessy Capital Acquisition Corp to Exchange Common Stock for Up to 5,750,000 of Its Outstanding Warrants",,Benzinga,2015-01-07T14:09:16Z,2015-01-07T14:09:16Z,,https://www.benzinga.com/node/5126890,
5126891,HALO,Halozyme Closes In On A Breakout,,Benzinga,2015-01-07T19:31:16Z,2015-01-07T19:42:06Z,,https://www.benzinga.com/node/5126891,
5128398,HALO,"UPDATE: Halozyme Shares Rise 27% on Day of Investor, Analyst Meeting",,Benzinga,2015-01-07T20:03:49Z,2015-01-07T20:03:49Z,,https://www.benzinga.com/node/5128398,
5126123,HST,"JP Morgan Downgrades Host Hotels & Resorts to Neutral, Raises PT to $25.00",,Benzinga,2015-01-07T11:59:14Z,2015-01-07T11:59:14Z,,https://www.benzinga.com/node/5126123,
5126366,HST,JP Morgan Downgrades Host Hotels & Resorts To Neutral,,Benzinga,2015-01-07T12:58:07Z,2015-01-07T12:58:07Z,,https://www.benzinga.com/node/5126366,
5126367,HURN,Huron Consulting Group Announces Senior Level Promotions,,Benzinga,2015-01-07T12:58:35Z,2015-01-07T12:58:35Z,,https://www.benzinga.com/node/5126367,
5126973,HST,Benzinga's Top Downgrades,,Benzinga,2015-01-07T14:16:15Z,2015-01-07T14:16:15Z,,https://www.benzinga.com/node/5126973,
5127542,HON,'Honeywell Starts Full-Scale Production of Low-Global-Warming Material in Baton Rouge',,Benzinga,2015-01-07T16:06:20Z,2015-01-07T16:06:20Z,,https://www.benzinga.com/node/5127542,
5128759,HOLX,"Barclays Initiates Coverage On Life Science Tools & Diagnostics, Names Thermo Fisher As 'Top Pick'",,Benzinga,2015-01-07T21:41:38Z,2015-01-07T21:41:38Z,,https://www.benzinga.com/node/5128759,
5128842,HTZ,"Hertz Appoints Tyler Best As EVP, Chief Information Officer",,Benzinga,2015-01-07T22:00:55Z,2015-01-07T22:00:55Z,,https://www.benzinga.com/node/5128842,
5128759,ILMN,"Barclays Initiates Coverage On Life Science Tools & Diagnostics, Names Thermo Fisher As 'Top Pick'",,Benzinga,2015-01-07T21:41:38Z,2015-01-07T21:41:38Z,,https://www.benzinga.com/node/5128759,
5127158,INTC,"Silicon Motion Shares Higher on Report of SSD Controller Orders from Intel, SanDisk and Micron",,Benzinga,2015-01-07T14:56:16Z,2015-01-07T14:56:16Z,,https://www.benzinga.com/node/5127158,
5127897,INSM,Insmed Spikes to High on Volume,,Benzinga,2015-01-07T17:14:36Z,2015-01-07T17:14:36Z,,https://www.benzinga.com/node/5127897,
5126891,INCY,Halozyme Closes In On A Breakout,,Benzinga,2015-01-07T19:31:16Z,2015-01-07T19:42:06Z,,https://www.benzinga.com/node/5126891,
5128627,JAZZ,"Jazz Pharmaceuticals Director Enright Sells 10,000 Shares @$160.25/Share -Form 4",,Benzinga,2015-01-07T21:05:11Z,2015-01-07T21:05:11Z,,https://www.benzinga.com/node/5128627,
5125902,KPTI,Karyopharm Therapeutics Prices 3M Share Offering @$33.00/Share,,Benzinga,2015-01-07T10:01:43Z,2015-01-07T10:01:43Z,,https://www.benzinga.com/node/5125902,
5126197,KMDA,"Kamada Announces Update For Phase 2 and 3 Trial, Says Encouraged",,Benzinga,2015-01-07T12:08:20Z,2015-01-07T12:08:20Z,,https://www.benzinga.com/node/5126197,
5126773,KOPN,Kopin Offers Prelim. FY14 Sales Results 'Exceeding Views',,Benzinga,2015-01-07T14:00:27Z,2015-01-07T14:00:27Z,,https://www.benzinga.com/node/5126773,
5126824,KOPN,UPDATE: Kopin Raises FY2014 Sales Guidance from $24.0M-28.0M to $30.0M vs $27.50M Est,,Benzinga,2015-01-07T14:01:10Z,2015-01-07T14:01:12Z,,https://www.benzinga.com/node/5126824,
5126975,KPTI,Wednesday Morning Movers,,Benzinga,2015-01-07T14:17:46Z,2015-01-07T14:17:46Z,,https://www.benzinga.com/node/5126975,
5126976,KNDI,Kandi Technologies Announces Expansion Of Micro Public EV Sharing Program,,Benzinga,2015-01-07T14:19:02Z,2015-01-07T14:19:02Z,,https://www.benzinga.com/node/5126976,
5127078,KTWO,"Piper Jaffray Initiates Coverage on K2M Group Holdings at Overweight, Announces $25.00 PT",,Benzinga,2015-01-07T14:30:40Z,2015-01-07T14:30:40Z,,https://www.benzinga.com/node/5127078,
5127113,KOPN,Morning Market Gainers,,Benzinga,2015-01-07T14:38:48Z,2015-01-07T14:38:48Z,,https://www.benzinga.com/node/5127113,
5127151,KPTI,Morning Market Losers,,Benzinga,2015-01-07T14:50:32Z,2015-01-07T14:50:32Z,,https://www.benzinga.com/node/5127151,
5127453,KOPN,Mid-Morning Market Update: Markets Surge; Monsanto Profit Tops Estimates,,Benzinga,2015-01-07T15:59:57Z,2015-01-07T15:59:57Z,,https://www.benzinga.com/node/5127453,
5127453,KPTI,Mid-Morning Market Update: Markets Surge; Monsanto Profit Tops Estimates,,Benzinga,2015-01-07T15:59:57Z,2015-01-07T15:59:57Z,,https://www.benzinga.com/node/5127453,
5127941,KPTI,4 More Biotech Secondaries Investors are Watching,,Benzinga,2015-01-07T17:50:04Z,2015-01-07T17:50:04Z,,https://www.benzinga.com/node/5127941,
5128025,KOPN,Mid-Day Market Update: J. C. Penney Jumps On Strong Holiday Sales; Micron Shares Decline,,Benzinga,2015-01-07T18:11:49Z,2015-01-07T18:12:13Z,,https://www.benzinga.com/node/5128025,
5128025,KPTI,Mid-Day Market Update: J. C. Penney Jumps On Strong Holiday Sales; Micron Shares Decline,,Benzinga,2015-01-07T18:11:49Z,2015-01-07T18:12:13Z,,https://www.benzinga.com/node/5128025,
5128143,JYNT,The Joint Corp. Reacquires 6 Franchises In LA For $1.4M,,Benzinga,2015-01-07T18:47:01Z,2015-01-07T18:47:01Z,,https://www.benzinga.com/node/5128143,
5128396,KPTI,Mid-Afternoon Market Update: Dow Jumps Over 200 Points After Fed Minutes; RPM Shares Drop On Downbeat Results,,Benzinga,2015-01-07T20:17:45Z,2015-01-07T20:17:45Z,,https://www.benzinga.com/node/5128396,
5127541,LEDS,"Worst Performing Industries For January 7, 2015",,Benzinga,2015-01-07T16:06:06Z,2015-01-07T16:06:06Z,,https://www.benzinga.com/node/5127541,
5128301,LAKE,"WHO Reports Ebola Death Toll Rises to 8,235 from 20,747 Cases Worldwide Through January 4",,Benzinga,2015-01-07T19:36:05Z,2015-01-07T19:36:05Z,,https://www.benzinga.com/node/5128301,
5128302,LAKE,"UPDATE: WHO Says Sierra Leone Cases Leveling Off, But Still Worst Country Affected",,Benzinga,2015-01-07T19:37:02Z,2015-01-07T19:37:02Z,,https://www.benzinga.com/node/5128302,
5126242,LINE,"Barclays Downgrades Linn Energy to Equalweight, Lowers PT to $12.00",,Benzinga,2015-01-07T12:18:31Z,2015-01-07T12:18:31Z,,https://www.benzinga.com/node/5126242,
5127151,LIQT,Morning Market Losers,,Benzinga,2015-01-07T14:50:32Z,2015-01-07T14:50:32Z,,https://www.benzinga.com/node/5127151,
5127104,LINE,Why Barclays Downgraded Linn Energy To Equal Weight,,Benzinga,2015-01-07T14:58:07Z,2015-01-07T14:58:07Z,,https://www.benzinga.com/node/5127104,
5128702,LULU,Lululemon Athletica Inc Appoints Stuart Haselden As CFO,,Benzinga,2015-01-07T21:15:58Z,2015-01-07T21:15:58Z,,https://www.benzinga.com/node/5128702,
5128712,LULU,"UPDATE: Lululemon Says Haselden Served as CFO, Executive VP of J. Crew",,Benzinga,2015-01-07T21:18:12Z,2015-01-07T21:18:12Z,,https://www.benzinga.com/node/5128712,
5125879,MU,7 Stocks You Should Be Watching Today,,Benzinga,2015-01-07T09:31:22Z,2015-01-07T09:31:22Z,,https://www.benzinga.com/node/5125879,
5126192,MU,"US Stock Futures Surge Ahead Of ADP Report, Fed Minutes",,Benzinga,2015-01-07T12:06:48Z,2015-01-07T12:06:48Z,,https://www.benzinga.com/node/5126192,
5126364,MU,Stifel Expects One Quarter Production Lull for Micron Technology,,Benzinga,2015-01-07T13:04:32Z,2015-01-07T13:04:32Z,,https://www.benzinga.com/node/5126364,
5126569,MU,Benzinga's Top #PreMarket Losers,,Benzinga,2015-01-07T13:19:32Z,2015-01-07T13:19:32Z,,https://www.benzinga.com/node/5126569,
5126975,MU,Wednesday Morning Movers,,Benzinga,2015-01-07T14:17:46Z,2015-01-07T14:17:46Z,,https://www.benzinga.com/node/5126975,
5127151,MU,Morning Market Losers,,Benzinga,2015-01-07T14:50:32Z,2015-01-07T14:50:32Z,,https://www.benzinga.com/node/5127151,
5127158,MU,"Silicon Motion Shares Higher on Report of SSD Controller Orders from Intel, SanDisk and Micron",,Benzinga,2015-01-07T14:56:16Z,2015-01-07T14:56:16Z,,https://www.benzinga.com/node/5127158,
5125149,MSFT,Quantum Strategies CIO: Yahoo-Twitter Combination Is 'Somewhat Possible',,Benzinga,2015-01-06T22:42:51Z,2015-01-07T15:20:03Z,,https://www.benzinga.com/node/5125149,
5127475,MRVL,J.P. Morgan Sees 'Neutral Impact' On Hewlett-Packard And Corning On Day 2 Of CES 2015 Developments,,Benzinga,2015-01-07T16:14:25Z,2015-01-07T16:14:25Z,,https://www.benzinga.com/node/5127475,
5128025,MU,Mid-Day Market Update: J. C. Penney Jumps On Strong Holiday Sales; Micron Shares Decline,,Benzinga,2015-01-07T18:11:49Z,2015-01-07T18:12:13Z,,https://www.benzinga.com/node/5128025,
5124521,MSFT,PlayStation Now's $20 Monthly Fee Could Be A 'Bargain',,Benzinga,2015-01-07T19:14:21Z,2015-01-07T19:14:21Z,,https://www.benzinga.com/node/5124521,
5128396,MU,Mid-Afternoon Market Update: Dow Jumps Over 200 Points After Fed Minutes; RPM Shares Drop On Downbeat Results,,Benzinga,2015-01-07T20:17:45Z,2015-01-07T20:17:45Z,,https://www.benzinga.com/node/5128396,
5128249,MU,Analysts Trim Views On Micron Technology Inc.,,Benzinga,2015-01-07T20:37:23Z,2015-01-07T20:37:23Z,,https://www.benzinga.com/node/5128249,
5128663,MRVL,Marvell Technology Shares Spike Higher After-Hours,,Benzinga,2015-01-07T21:08:04Z,2015-01-07T21:08:04Z,,https://www.benzinga.com/node/5128663,
5128759,MYGN,"Barclays Initiates Coverage On Life Science Tools & Diagnostics, Names Thermo Fisher As 'Top Pick'",,Benzinga,2015-01-07T21:41:38Z,2015-01-07T21:41:38Z,,https://www.benzinga.com/node/5128759,
5127819,NEON,Neonode Signs Technology Development Agreement With Additional Global Tier One Printer OEM,,Benzinga,2015-01-07T17:00:17Z,2015-01-07T17:00:17Z,,https://www.benzinga.com/node/5127819,
5127862,NFLX,Netflix To Air Second Season Of Marco Polo,,Benzinga,2015-01-07T17:06:04Z,2015-01-07T17:06:04Z,,https://www.benzinga.com/node/5127862,
5127919,NFLX,From TV Critics Event: Netflix Says No Plans To Shift To News & Sports,,Benzinga,2015-01-07T17:22:51Z,2015-01-07T17:22:51Z,,https://www.benzinga.com/node/5127919,
5125946,NTIC,"Earnings Scheduled For January 7, 2015",,Benzinga,2015-01-07T10:12:24Z,2015-01-07T10:12:24Z,,https://www.benzinga.com/node/5125946,
5126392,NTIC,"Northern Technologies Int Reports Q1 EPS of $0.22, Down 39% YOY; Revenue of $7.21M vs $7.44M Est",,Benzinga,2015-01-07T13:00:48Z,2015-01-07T13:00:49Z,,https://www.benzinga.com/node/5126392,
5127289,NTIC,Stocks Hitting 52-Week Highs,,Benzinga,2015-01-07T15:10:05Z,2015-01-07T15:10:05Z,,https://www.benzinga.com/node/5127289,
5128553,NTES,Analyst: China Internet Investors To See FY15 Gains,,Benzinga,2015-01-07T21:38:23Z,2015-01-07T21:38:23Z,,https://www.benzinga.com/node/5128553,
5125982,NXPI,NXP Semiconductors Expands Investment in Cohda Wireless,,Benzinga,2015-01-07T10:50:11Z,2015-01-07T10:50:11Z,,https://www.benzinga.com/node/5125982,
5126483,OSIS,OSI Announces $5M Order,,Benzinga,2015-01-07T13:05:14Z,2015-01-07T13:05:14Z,,https://www.benzinga.com/node/5126483,
5125545,PEP,"36 Capital Considering Pepsico, Campbell Soup as Potential Takeover Targets, According to Sources -Wall Street Journal",,Benzinga,2015-01-07T03:36:56Z,2015-01-07T03:36:56Z,,https://www.benzinga.com/node/5125545,
5125552,PEP,"3G Capital May be Targeting Deals for Pepsi, Campbell Soup -Wall Street Journal",,Benzinga,2015-01-07T03:48:43Z,2015-01-07T03:48:43Z,,https://www.benzinga.com/node/5125552,
5126487,PEP,Pepsico Shares Rise 2% Premarket Following WSJ Report of Potential Takeover Interest from Brazil's 3G,,Benzinga,2015-01-07T13:05:29Z,2015-01-07T13:05:30Z,,https://www.benzinga.com/node/5126487,
5127718,PEP,Sanford Bernstein Analyst on 3G-PepsiCo Rumor: 'This Is Not New Thinking About 3G's Strategy',,Benzinga,2015-01-07T16:35:28Z,2015-01-07T16:35:28Z,,https://www.benzinga.com/node/5127718,
5127780,PEP,"Argus Research Analyst: 3G Capital Could Do A Lot With PepsiCo, Campbell",,Benzinga,2015-01-07T16:54:49Z,2015-01-07T16:54:49Z,,https://www.benzinga.com/node/5127780,
5128222,PEP,Pepsico Spokesperson Declines Comment on Takeover Speculation Involving 3G,,Benzinga,2015-01-07T19:07:51Z,2015-01-07T19:07:51Z,,https://www.benzinga.com/node/5128222,
5128138,PEP,Tigress Financial Partners On 3G Capital-PepsiCo Rumor: Growth Areas Are Not In Carbonated Beverages,,Benzinga,2015-01-07T19:34:02Z,2015-01-07T19:34:02Z,,https://www.benzinga.com/node/5128138,
5128638,PDFS,"PDF Solutions Reports Signing of Two Contracts, Offers Related Effects on Expected Sales: Expecting Orders to Add Sales ~$6M in Q1",,Benzinga,2015-01-07T21:05:34Z,2015-01-07T21:05:34Z,,https://www.benzinga.com/node/5128638,
5128282,PLCE,"Option Alert: Children's Place Jan $57.5 Call; 2,000 Contract Trade at Ask @$57.62",,Benzinga,2015-01-07T19:24:49Z,2015-01-07T19:25:44Z,,https://www.benzinga.com/node/5128282,
5128709,PODD,"Insulet Lowers Q4 Sales Guidance from $76.0M-81.0M to $71.0M-73.0M vs $79.50M Est, Cites Delay in Shipments",,Benzinga,2015-01-07T21:16:50Z,2015-01-07T21:16:51Z,,https://www.benzinga.com/node/5128709,
5128711,PODD,Insulet Lowers FY2014 Sales Guidance from $292.0M-297.0M to $287.0M-289.0M vs $296.0M Est,,Benzinga,2015-01-07T21:17:13Z,2015-01-07T21:17:13Z,,https://www.benzinga.com/node/5128711,
5128966,PODD,After-Hours Movers,,Benzinga,2015-01-07T22:49:22Z,2015-01-07T22:49:22Z,,https://www.benzinga.com/node/5128966,
5128661,RARE,Ultragenyx Reports License of IP Related to Treatment for Huntingon's Disease Using Triheptanoin,,Benzinga,2015-01-07T21:07:49Z,2015-01-07T21:07:49Z,,https://www.benzinga.com/node/5128661,
5128966,RARE,After-Hours Movers,,Benzinga,2015-01-07T22:49:22Z,2015-01-07T22:49:22Z,,https://www.benzinga.com/node/5128966,
5125892,RGCO,Top 4 Small-Cap Stocks In The Gas Utilities Industry With The Highest ROI,,Benzinga,2015-01-07T09:50:33Z,2015-01-07T09:50:33Z,,https://www.benzinga.com/node/5125892,
5125907,RJET,Top 4 Small-Cap Stocks In The Regional Airlines Industry With The Highest Gross Margin,,Benzinga,2015-01-07T10:05:11Z,2015-01-07T10:05:11Z,,https://www.benzinga.com/node/5125907,
5125946,RELL,"Earnings Scheduled For January 7, 2015",,Benzinga,2015-01-07T10:12:24Z,2015-01-07T10:12:24Z,,https://www.benzinga.com/node/5125946,
5129053,RELL,Richardson Electronics Reports Q2 EPS of $(0.08) vs $(0.01) Est; Revenue of $33.80M vs $35.10M Est,,Benzinga,2015-01-07T23:11:15Z,2015-01-07T23:11:15Z,,https://www.benzinga.com/node/5129053,
5129054,RELL,Richardson Electronics Sees Q3 Sales $34.0M-36.0M vs $35.80M Est,,Benzinga,2015-01-07T23:11:39Z,2015-01-07T23:11:39Z,,https://www.benzinga.com/node/5129054,
5126743,RMTI,"UPDATE: Oppenheimer Initiates Coverage on Rockwell Medical with Outperform Rating, $24 PT on Significant Expected Upside",,Benzinga,2015-01-07T13:56:23Z,2015-01-07T13:56:24Z,,https://www.benzinga.com/node/5126743,
5126858,RMTI,Oppenheimer Initiates Rockwell Medical With Outperform,,Benzinga,2015-01-07T14:04:36Z,2015-01-07T14:04:36Z,,https://www.benzinga.com/node/5126858,
5126979,RMTI,Benzinga's Top Initiations,,Benzinga,2015-01-07T14:20:36Z,2015-01-07T14:20:36Z,,https://www.benzinga.com/node/5126979,
5128066,SABR,From 8-K: Court Issues Summary Judgement Statement; Eliminates Claims Related To Majority Of Alleged Damages; Has Not Yet Published Full Opinion,,Benzinga,2015-01-07T18:12:15Z,2015-01-07T18:12:15Z,,https://www.benzinga.com/node/5128066,
5127102,SBCF,Raymond James Downgrades Seacoast Banking to Underperform,,Benzinga,2015-01-07T14:35:02Z,2015-01-07T14:35:03Z,,https://www.benzinga.com/node/5127102,
5126978,SFM,Grocers To Watch Following SUPERVALU's Earnings Beat,,Benzinga,2015-01-07T14:42:27Z,2015-01-07T14:42:44Z,,https://www.benzinga.com/node/5126978,
5122016,SBUX,Janney Names Chain Restaurants to Watch in 2015,,Benzinga,2015-01-07T21:11:56Z,2015-01-07T21:11:56Z,,https://www.benzinga.com/node/5122016,
5125907,SKYW,Top 4 Small-Cap Stocks In The Regional Airlines Industry With The Highest Gross Margin,,Benzinga,2015-01-07T10:05:11Z,2015-01-07T10:05:11Z,,https://www.benzinga.com/node/5125907,
5126136,SIRI,"SiriusXM Announces Exceeds FY14 Sub, Financial Targets",,Benzinga,2015-01-07T12:00:40Z,2015-01-07T12:00:40Z,,https://www.benzinga.com/node/5126136,
5126149,SIRI,"UPDATE: SiriusXM Announces Exceeds FY14 Sub, Financial Targets",,Benzinga,2015-01-07T12:00:59Z,2015-01-07T12:00:59Z,,https://www.benzinga.com/node/5126149,
5126150,SIRI,Sirius XM Holdings Sees FY2015 Sales $4.40B vs $4.49B Est,,Benzinga,2015-01-07T12:01:03Z,2015-01-07T12:01:04Z,,https://www.benzinga.com/node/5126150,
5126175,SIRI,UPDATE: Sirius XM Expecting FY15 Net Subscriber Additions ~1.2M,,Benzinga,2015-01-07T12:02:23Z,2015-01-07T12:02:23Z,,https://www.benzinga.com/node/5126175,
5126584,SIRI,Why Shares Of Sirius XM Are Trading Higher Wednesday Morning,,Benzinga,2015-01-07T13:24:25Z,2015-01-07T13:30:23Z,,https://www.benzinga.com/node/5126584,
5127158,SIMO,"Silicon Motion Shares Higher on Report of SSD Controller Orders from Intel, SanDisk and Micron",,Benzinga,2015-01-07T14:56:16Z,2015-01-07T14:56:16Z,,https://www.benzinga.com/node/5127158,
5127695,SIRI,From Citi Conference: Sirius Says Howard Stern Pact Ends This Year; Will Keep Him On If He Wants To Keep Show,,Benzinga,2015-01-07T16:21:41Z,2015-01-07T16:21:41Z,,https://www.benzinga.com/node/5127695,
5127750,SIRI,Sirius Says 'Seeing Healthy Expansion Of Margins Ahead; 40% Margins Are Achievable',,Benzinga,2015-01-07T16:35:08Z,2015-01-07T16:35:08Z,,https://www.benzinga.com/node/5127750,
5127946,SIGA,Delaware Court Orders Siga Technologies to Pay 113.1M to Pharmathene for Damages in Contract Dispute -Reuters,,Benzinga,2015-01-07T17:32:28Z,2015-01-07T17:32:28Z,,https://www.benzinga.com/node/5127946,
5128947,SIGA,"SIGA Tech Reports Delaware Court of Chancery Issues Letter Opinion Related to Litigation by PharmAthene: Court Directed PharmAthene to Submit Revised Form of Judgement, Final Judgement Will Be ~$190M",,Benzinga,2015-01-07T22:31:24Z,2015-01-07T22:31:24Z,,https://www.benzinga.com/node/5128947,
5127158,SNDK,"Silicon Motion Shares Higher on Report of SSD Controller Orders from Intel, SanDisk and Micron",,Benzinga,2015-01-07T14:56:16Z,2015-01-07T14:56:16Z,,https://www.benzinga.com/node/5127158,
5128553,SOHU,Analyst: China Internet Investors To See FY15 Gains,,Benzinga,2015-01-07T21:38:23Z,2015-01-07T21:38:23Z,,https://www.benzinga.com/node/5128553,
5126246,STLD,Morgan Stanley Adds Steel Dynamics to 'Best Ideas' List,,Benzinga,2015-01-07T12:20:42Z,2015-01-07T12:20:42Z,,https://www.benzinga.com/node/5126246,
5126309,SUNE,"SunEdison, TerraForm Power Announce TerraForm Has Purchased 21 US DG Solar Power Plants (Comprising 26MW) from SunEdison for ~$47M",,Benzinga,2015-01-07T12:32:34Z,2015-01-07T12:32:34Z,,https://www.benzinga.com/node/5126309,
5127475,STX,J.P. Morgan Sees 'Neutral Impact' On Hewlett-Packard And Corning On Day 2 Of CES 2015 Developments,,Benzinga,2015-01-07T16:14:25Z,2015-01-07T16:14:25Z,,https://www.benzinga.com/node/5127475,
5125431,TLT,Mike Khouw Sees Unusual Options Activity In iShares Barclays 20+ Yr Treas.Bond (ETF),,Benzinga,2015-01-07T02:27:49Z,2015-01-07T02:27:49Z,,https://www.benzinga.com/node/5125431,
5126358,TRMB,"Baird Downgrades Trimble Navigation to Neutral, Lowers PT to $29.00",,Benzinga,2015-01-07T12:50:39Z,2015-01-07T12:50:43Z,,https://www.benzinga.com/node/5126358,
5126716,TMUS,"T-Mobile US Reports +8.3M Net Customers for FY 2014, +89% vs Prior Year",,Benzinga,2015-01-07T13:45:42Z,2015-01-07T13:45:42Z,,https://www.benzinga.com/node/5126716,
5128553,TOUR,Analyst: China Internet Investors To See FY15 Gains,,Benzinga,2015-01-07T21:38:23Z,2015-01-07T21:38:23Z,,https://www.benzinga.com/node/5128553,
5125470,TTWO,Cramer Gives His Opinion On Goodyear Tire & Rubber Co And Glu Mobile Inc.,,Benzinga,2015-01-07T02:25:27Z,2015-01-07T02:25:27Z,,https://www.benzinga.com/node/5125470,
5128003,VNET,"Option Alert: 21ViaNet Jun $14 Put; 4,884 Contract Trade at Bid @$1.55; Currently $16.22",,Benzinga,2015-01-07T17:48:00Z,2015-01-07T17:48:22Z,,https://www.benzinga.com/node/5128003,
5128552,VNET,Notable Option Activity For January 7,,Benzinga,2015-01-07T20:57:17Z,2015-01-07T20:57:17Z,,https://www.benzinga.com/node/5128552,
5125946,WDFC,"Earnings Scheduled For January 7, 2015",,Benzinga,2015-01-07T10:12:24Z,2015-01-07T10:12:24Z,,https://www.benzinga.com/node/5125946,
5126188,WLDN,"Willdan Group Announces Mike Bieber Named Senior VP, Corporate Development",,Benzinga,2015-01-07T12:04:38Z,2015-01-07T12:04:38Z,,https://www.benzinga.com/node/5126188,
5122145,WMT,Three Sectors That Could Survive A Correction,,Benzinga,2015-01-07T13:11:23Z,2015-01-07T13:11:23Z,,https://www.benzinga.com/node/5122145,
5127537,WMT,"Jefferies: Wal-Mart Saw Good Holiday Sales, Lower Gas Prices To Help Sales",,Benzinga,2015-01-07T16:19:22Z,2015-01-07T16:19:22Z,,https://www.benzinga.com/node/5127537,
5128375,WDFC,"Notable Earnings After The Close: GEF, WDFC, RECN, CVGW",,Benzinga,2015-01-07T19:54:08Z,2015-01-07T19:54:08Z,,https://www.benzinga.com/node/5128375,
5128428,WMT,#Premarket Prep Technical Update - Wal-Mart Makes New All Time High,,Benzinga,2015-01-07T20:12:21Z,2015-01-07T20:12:21Z,,https://www.benzinga.com/node/5128428,
5128628,WDFC,WD-40 Reports Q1 EPS of $0.73 vs $0.80 Est; Revenue of $96.40M vs $99.52M Est,,Benzinga,2015-01-07T21:05:19Z,2015-01-07T21:05:20Z,,https://www.benzinga.com/node/5128628,
5128659,WDFC,WD-40 Reaffirms FY2015 Guidance: EPS $3.07-3.16 vs $3.11 Est; Sees Sales $398.0M-413.0M vs $399.90M Est,,Benzinga,2015-01-07T21:07:14Z,2015-01-07T21:07:14Z,,https://www.benzinga.com/node/5128659,
5128824,WDFC,WD-40 Company Misses Q1 Expectations,,Benzinga,2015-01-07T22:08:41Z,2015-01-07T22:08:41Z,,https://www.benzinga.com/node/5128824,
5128966,WDFC,After-Hours Movers,,Benzinga,2015-01-07T22:49:22Z,2015-01-07T22:49:22Z,,https://www.benzinga.com/node/5128966,
5128750,XNCR,S-3 Filing from Xencor Shows $150M Mixed Securities Shelf Offering,,Benzinga,2015-01-07T21:32:21Z,2015-01-07T21:32:21Z,,https://www.benzinga.com/node/5128750,
5128846,XEL,"8-K from Xcel Energy Shows Reaffirmed FY14, FY15 EPS Outlook",,Benzinga,2015-01-07T22:01:27Z,2015-01-07T22:01:27Z,,https://www.benzinga.com/node/5128846,
5127402,ZION,Analyst: 'Fear At High Point' For Texas Banks,,Benzinga,2015-01-07T16:06:59Z,2015-01-07T16:51:28Z,,https://www.benzinga.com/node/5127402,
5128570,ZUMZ,Zumiez Reports Dec. Comps Growth 8%; Raises Q4 Outlook,,Benzinga,2015-01-07T21:00:42Z,2015-01-07T21:00:42Z,,https://www.benzinga.com/node/5128570,
5128613,ZUMZ,UPDATE: Zumiez Raises Q4 EPS Guidance from $0.71-0.74 to $0.77-0.79 vs $0.73 Est; Raises Q4 Sales Guidance from $249.0M-251.0M to $255.0M-256.0M vs $252.84M Est,,Benzinga,2015-01-07T21:03:20Z,2015-01-07T21:03:20Z,,https://www.benzinga.com/node/5128613,
5128879,ZUMZ,Zumiez Inc. Boosts Q4 Outlook On Strong Holiday Sales,,Benzinga,2015-01-07T22:20:47Z,2015-01-07T22:20:48Z,,https://www.benzinga.com/node/5128879,
5128961,ADSK,Oppenheimer Gives 3D Printing Observations From CES 2015,,Benzinga,2015-01-08T11:44:14Z,2015-01-08T11:44:14Z,,https://www.benzinga.com/node/5128961,
5126092,AAPL,Beats Causes More Legal Trouble For Apple,,Benzinga,2015-01-08T12:23:14Z,2015-01-08T12:24:48Z,,https://www.benzinga.com/node/5126092,
5131318,AAPL,UPDATE: Apple App Store Revenue Rose 50% In 2014; Generated $10B For Developers In 2014,,Benzinga,2015-01-08T16:04:47Z,2015-01-08T16:04:47Z,,https://www.benzinga.com/node/5131318,
5128522,AAPL,Brian White: Apple Watch Can Be The Biggest Product In Apple's History In The First Year,,Benzinga,2015-01-08T13:41:53Z,2015-01-08T16:06:35Z,,https://www.benzinga.com/node/5128522,
5131306,AAPL,Apple: App Store Rings In 2015 With New Records,,Benzinga,2015-01-08T16:01:39Z,2015-01-08T16:10:59Z,,https://www.benzinga.com/node/5131306,
